row_id,col_1,col_2,col_3,col_4,col_5,col_6,pop
2625,12.0,10.0,9.0,6.0,5.0,0.0,24
1038,12.0,20.0,20.0,15.0,19.0,1.0,24
7408,2.0,11.0,14.0,4.0,14.0,19.0,24
4146,7.0,3.0,18.0,4.0,4.0,15.0,24
7568,2.0,11.0,19.0,13.0,13.0,8.0,24
1088,2.0,16.0,6.0,20.0,4.0,0.0,24
7624,17.0,4.0,9.0,14.0,12.0,8.0,24
1359,9.0,17.0,18.0,17.0,12.0,13.0,24
2770,6.0,16.0,19.0,15.0,15.0,7.0,24
4188,12.0,14.0,16.0,14.0,4.0,13.0,24
7727,18.0,5.0,14.0,19.0,11.0,10.0,24
1442,2.0,4.0,8.0,18.0,12.0,5.0,24
4242,12.0,0.0,8.0,4.0,10.0,20.0,24
1474,1.0,16.0,9.0,17.0,18.0,20.0,24
8082,7.0,3.0,16.0,1.0,12.0,20.0,24
1493,14.0,12.0,9.0,19.0,12.0,16.0,24
8188,0.0,13.0,9.0,18.0,7.0,1.0,24
1555,12.0,10.0,18.0,7.0,6.0,15.0,24
